=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.06.20 11:11:45 =~=~=~=~=~=~=~=~=~=~=~=
Setup: Serial port communication at 9600bps
t:0.00,Throttle:1950,Theta:-88.71,theta_d:0.00,Error:88.71
t:0.05,Throttle:1950,Theta:-87.20,theta_d:0.00,Error:87.20
t:0.10,Throttle:1950,Theta:-83.81,theta_d:0.00,Error:83.81
t:0.15,Throttle:1950,Theta:-79.09,theta_d:0.00,Error:79.09
t:0.20,Throttle:1950,Theta:-75.69,theta_d:0.00,Error:75.69
t:0.25,Throttle:1950,Theta:-74.94,theta_d:0.00,Error:74.94
t:0.30,Throttle:1950,Theta:-73.43,theta_d:0.00,Error:73.43
t:0.35,Throttle:1950,Theta:-69.84,theta_d:0.00,Error:69.84
t:0.40,Throttle:1950,Theta:-66.26,theta_d:0.00,Error:66.26
t:0.45,Throttle:1950,Theta:-63.05,theta_d:0.00,Error:63.05
t:0.50,Throttle:1950,Theta:-60.22,theta_d:0.00,Error:60.22
t:0.55,Throttle:1950,Theta:-56.63,theta_d:0.00,Error:56.63
t:0.60,Throttle:1950,Theta:-53.42,theta_d:0.00,Error:53.42
t:0.65,Throttle:1950,Theta:-46.82,theta_d:0.00,Error:46.82
t:0.70,Throttle:1950,Theta:-43.99,theta_d:0.00,Error:43.99
t:0.75,Throttle:1950,Theta:-36.44,theta_d:0.00,Error:36.44
t:0.80,Throttle:1950,Theta:-36.06,theta_d:0.00,Error:36.06
t:0.85,Throttle:1950,Theta:-24.93,theta_d:0.00,Error:24.93
t:0.90,Throttle:1950,Theta:-22.10,theta_d:0.00,Error:22.10
t:0.95,Throttle:1865,Theta:-7.00,theta_d:0.00,Error:7.00
t:1.00,Throttle:1823,Theta:-2.85,theta_d:0.00,Error:2.85
t:1.05,Throttle:1679,Theta:5.26,theta_d:0.00,Error:-5.26
t:1.10,Throttle:1707,Theta:4.70,theta_d:0.00,Error:-4.70
t:1.15,Throttle:1690,Theta:5.45,theta_d:0.00,Error:-5.45
t:1.20,Throttle:1660,Theta:6.96,theta_d:0.00,Error:-6.96
t:1.25,Throttle:1703,Theta:5.08,theta_d:0.00,Error:-5.08
t:1.30,Throttle:1718,Theta:4.13,theta_d:0.00,Error:-4.13
t:1.35,Throttle:1826,Theta:-1.91,theta_d:0.00,Error:1.91
t:1.40,Throttle:1719,Theta:3.38,theta_d:0.00,Error:-3.38
t:1.45,Throttle:1769,Theta:1.30,theta_d:0.00,Error:-1.30
t:1.50,Throttle:1733,Theta:3.00,theta_d:0.00,Error:-3.00
t:1.55,Throttle:1868,Theta:-4.55,theta_d:0.00,Error:4.55
t:1.60,Throttle:1680,Theta:5.08,theta_d:0.00,Error:-5.08
t:1.65,Throttle:1572,Theta:10.74,theta_d:0.00,Error:-10.74
t:1.70,Throttle:1598,Theta:10.17,theta_d:0.00,Error:-10.17
t:1.75,Throttle:1724,Theta:4.32,theta_d:0.00,Error:-4.32
t:1.80,Throttle:1830,Theta:-2.10,theta_d:0.00,Error:2.10
t:1.85,Throttle:1748,Theta:1.87,theta_d:0.00,Error:-1.87
t:1.90,Throttle:1693,Theta:5.08,theta_d:0.00,Error:-5.08
t:1.95,Throttle:1663,Theta:6.77,theta_d:0.00,Error:-6.77
t:2.00,Throttle:1698,Theta:5.26,theta_d:0.00,Error:-5.26
t:2.05,Throttle:1647,Theta:7.53,theta_d:0.00,Error:-7.53
t:2.10,Throttle:1696,Theta:5.45,theta_d:0.00,Error:-5.45
t:2.15,Throttle:1719,Theta:4.13,theta_d:0.00,Error:-4.13
t:2.20,Throttle:1794,Theta:-0.02,theta_d:0.00,Error:0.02
t:2.25,Throttle:1759,Theta:1.49,theta_d:0.00,Error:-1.49
t:2.30,Throttle:1776,Theta:0.74,theta_d:0.00,Error:-0.74
t:2.35,Throttle:1713,Theta:3.94,theta_d:0.00,Error:-3.94
t:2.40,Throttle:1697,Theta:5.08,theta_d:0.00,Error:-5.08
t:2.45,Throttle:1651,Theta:7.34,theta_d:0.00,Error:-7.34
t:2.50,Throttle:1635,Theta:8.28,theta_d:0.00,Error:-8.28
t:2.55,Throttle:1690,Theta:5.83,theta_d:0.00,Error:-5.83
t:2.60,Throttle:1773,Theta:1.30,theta_d:0.00,Error:-1.30
